Date,Total Cases,Total Deaths,New Cases,New Deaths,New Cases 7 Day Average,New Deaths 7 Day Average
3/20/20,0,0,0,0,0.0,0.0
3/21/20,0,0,0,0,0.0,0.0
3/22/20,2,0,2,0,0.2857142857142857,0.0
3/23/20,10,0,8,0,1.4285714285714286,0.0
3/24/20,13,0,3,0,1.8571428571428572,0.0
3/25/20,13,0,0,0,1.8571428571428572,0.0
3/26/20,13,0,0,0,1.8571428571428572,0.0
3/27/20,16,0,3,0,2.2857142857142856,0.0
3/28/20,17,0,1,0,2.4285714285714284,0.0
3/29/20,17,0,0,0,2.142857142857143,0.0
3/30/20,17,0,0,0,1.0,0.0
3/31/20,18,0,1,0,0.7142857142857143,0.0
4/1/20,18,0,0,0,0.7142857142857143,0.0
4/2/20,21,0,3,0,1.1428571428571428,0.0
4/3/20,23,0,2,0,1.0,0.0
4/4/20,22,0,-1,0,0.7142857142857143,0.0
4/5/20,29,0,7,0,1.7142857142857142,0.0
4/6/20,30,0,1,0,1.8571428571428572,0.0
4/7/20,35,0,5,0,2.4285714285714284,0.0
4/8/20,35,0,0,0,2.4285714285714284,0.0
4/9/20,39,0,4,0,2.5714285714285716,0.0
4/10/20,44,0,5,0,3.0,0.0
4/11/20,44,0,0,0,3.142857142857143,0.0
4/12/20,49,1,5,1,2.857142857142857,0.14285714285714285
4/13/20,50,1,1,0,2.857142857142857,0.14285714285714285
4/14/20,50,1,0,0,2.142857142857143,0.14285714285714285
4/15/20,54,1,4,0,2.7142857142857144,0.14285714285714285
4/16/20,54,1,0,0,2.142857142857143,0.14285714285714285
4/17/20,58,1,4,0,2.0,0.14285714285714285
4/18/20,67,1,9,0,3.2857142857142856,0.14285714285714285
4/19/20,69,1,2,0,2.857142857142857,0.0
4/20/20,73,1,4,0,3.2857142857142856,0.0
4/21/20,73,1,0,0,3.2857142857142856,0.0
4/22/20,82,1,9,0,4.0,0.0
4/23/20,88,1,6,0,4.857142857142857,0.0
4/24/20,94,1,6,0,5.142857142857143,0.0
4/25/20,110,1,16,0,6.142857142857143,0.0
4/26/20,116,1,6,0,6.714285714285714,0.0
4/27/20,126,1,10,0,7.571428571428571,0.0
4/28/20,129,1,3,0,8.0,0.0
4/29/20,130,1,1,0,6.857142857142857,0.0
4/30/20,144,1,14,0,8.0,0.0
5/1/20,147,1,3,0,7.571428571428571,0.0
5/2/20,153,2,6,1,6.142857142857143,0.14285714285714285
5/3/20,159,2,6,0,6.142857142857143,0.14285714285714285
5/4/20,170,2,11,0,6.285714285714286,0.14285714285714285
5/5/20,173,2,3,0,6.285714285714286,0.14285714285714285
5/6/20,180,2,7,0,7.142857142857143,0.14285714285714285
5/7/20,197,2,17,0,7.571428571428571,0.14285714285714285
5/8/20,206,2,9,0,8.428571428571429,0.14285714285714285
5/9/20,201,2,-5,0,6.857142857142857,0.0
5/10/20,221,2,20,0,8.857142857142858,0.0
5/11/20,245,2,24,0,10.714285714285714,0.0
5/12/20,245,2,0,0,10.285714285714286,0.0
5/13/20,249,2,4,0,9.857142857142858,0.0
5/14/20,259,2,10,0,8.857142857142858,0.0
5/15/20,270,2,11,0,9.142857142857142,0.0
5/16/20,282,2,12,0,11.571428571428571,0.0
5/17/20,294,2,12,0,10.428571428571429,0.0
5/18/20,309,2,15,0,9.142857142857142,0.0
5/19/20,319,2,10,0,10.571428571428571,0.0
5/20/20,326,2,7,0,11.0,0.0
5/21/20,362,2,36,0,14.714285714285714,0.0
5/22/20,370,2,8,0,14.285714285714286,0.0
5/23/20,370,2,0,0,12.571428571428571,0.0
5/24/20,407,2,37,0,16.142857142857142,0.0
5/25/20,423,2,16,0,16.285714285714285,0.0
5/26/20,428,2,5,0,15.571428571428571,0.0
5/27/20,439,2,11,0,16.142857142857142,0.0
5/28/20,442,2,3,0,11.428571428571429,0.0
5/29/20,449,3,7,1,11.285714285714286,0.14285714285714285
5/30/20,460,3,11,0,12.857142857142858,0.14285714285714285
5/31/20,466,3,6,0,8.428571428571429,0.14285714285714285
6/1/20,476,3,10,0,7.571428571428571,0.14285714285714285
6/2/20,479,3,3,0,7.285714285714286,0.14285714285714285
6/3/20,488,3,9,0,7.0,0.14285714285714285
6/4/20,509,3,21,0,9.571428571428571,0.14285714285714285
6/5/20,535,3,26,0,12.285714285714286,0.0
6/6/20,558,3,23,0,14.0,0.0
6/7/20,570,3,12,0,14.857142857142858,0.0
6/8/20,587,3,17,0,15.857142857142858,0.0
6/9/20,589,3,2,0,15.714285714285714,0.0
6/10/20,615,3,26,0,18.142857142857142,0.0
6/11/20,632,5,17,2,17.571428571428573,0.2857142857142857
6/12/20,637,5,5,0,14.571428571428571,0.2857142857142857
6/13/20,645,6,8,1,12.428571428571429,0.42857142857142855
6/14/20,658,6,13,0,12.571428571428571,0.42857142857142855
6/15/20,657,6,-1,0,10.0,0.42857142857142855
6/16/20,659,6,2,0,10.0,0.42857142857142855
6/17/20,676,6,17,0,8.714285714285714,0.42857142857142855
6/18/20,685,6,9,0,7.571428571428571,0.14285714285714285
6/19/20,692,6,7,0,7.857142857142857,0.14285714285714285
6/20/20,700,6,8,0,7.857142857142857,0.0
6/21/20,718,6,18,0,8.571428571428571,0.0
6/22/20,734,6,16,0,11.0,0.0
6/23/20,740,8,6,2,11.571428571428571,0.2857142857142857
6/24/20,760,8,20,0,12.0,0.2857142857142857
6/25/20,806,8,46,0,17.285714285714285,0.2857142857142857
6/26/20,842,8,36,0,21.428571428571427,0.2857142857142857
6/27/20,868,8,26,0,24.0,0.2857142857142857
6/28/20,895,9,27,1,25.285714285714285,0.42857142857142855
6/29/20,929,9,34,0,27.857142857142858,0.42857142857142855
6/30/20,949,9,20,0,29.857142857142858,0.14285714285714285
7/1/20,957,9,8,0,28.142857142857142,0.14285714285714285
7/2/20,999,9,42,0,27.571428571428573,0.14285714285714285
7/3/20,1039,10,40,1,28.142857142857142,0.2857142857142857
7/4/20,1094,10,55,0,32.285714285714285,0.2857142857142857
7/5/20,1128,10,34,0,33.285714285714285,0.14285714285714285
7/6/20,1211,10,83,0,40.285714285714285,0.14285714285714285
7/7/20,1233,10,22,0,40.57142857142857,0.14285714285714285
7/8/20,1285,11,52,1,46.857142857142854,0.2857142857142857
7/9/20,1306,11,21,0,43.857142857142854,0.2857142857142857
7/10/20,1350,11,44,0,44.42857142857143,0.14285714285714285
7/11/20,1378,11,28,0,40.57142857142857,0.14285714285714285
7/12/20,1404,11,26,0,39.42857142857143,0.14285714285714285
7/13/20,1487,11,83,0,39.42857142857143,0.14285714285714285
7/14/20,1536,11,49,0,43.285714285714285,0.14285714285714285
7/15/20,1571,12,35,1,40.857142857142854,0.14285714285714285
7/16/20,1610,12,39,0,43.42857142857143,0.14285714285714285
7/17/20,1645,12,35,0,42.142857142857146,0.14285714285714285
7/18/20,1688,13,43,1,44.285714285714285,0.2857142857142857
7/19/20,1717,13,29,0,44.714285714285715,0.2857142857142857
7/20/20,1737,14,20,1,35.714285714285715,0.42857142857142855
7/21/20,1786,14,49,0,35.714285714285715,0.42857142857142855
7/22/20,1838,14,52,0,38.142857142857146,0.2857142857142857
7/23/20,1864,15,26,1,36.285714285714285,0.42857142857142855
7/24/20,1906,16,42,1,37.285714285714285,0.5714285714285714
7/25/20,1968,16,62,0,40.0,0.42857142857142855
7/26/20,1990,16,22,0,39.0,0.42857142857142855
7/27/20,2064,17,74,1,46.714285714285715,0.42857142857142855
7/28/20,2082,19,18,2,42.285714285714285,0.7142857142857143
7/29/20,2118,19,36,0,40.0,0.7142857142857143
7/30/20,2139,19,21,0,39.285714285714285,0.5714285714285714
7/31/20,2171,21,32,2,37.857142857142854,0.7142857142857143
8/1/20,2178,23,7,2,30.0,1.0
8/2/20,2214,23,36,0,32.0,1.0
8/3/20,2240,24,26,1,25.142857142857142,1.0
8/4/20,2272,24,32,0,27.142857142857142,0.7142857142857143
8/5/20,2315,27,43,3,28.142857142857142,1.1428571428571428
8/6/20,2348,27,33,0,29.857142857142858,1.1428571428571428
8/7/20,2398,30,50,3,32.42857142857143,1.2857142857142858
8/8/20,2417,30,19,0,34.142857142857146,1.0
8/9/20,2447,30,30,0,33.285714285714285,1.0
8/10/20,2466,31,19,1,32.285714285714285,1.0
8/11/20,2517,31,51,0,35.0,1.0
8/12/20,2554,31,37,0,34.142857142857146,0.5714285714285714
8/13/20,2572,31,18,0,32.0,0.5714285714285714
8/14/20,2602,32,30,1,29.142857142857142,0.2857142857142857
8/15/20,2618,35,16,3,28.714285714285715,0.7142857142857143
8/16/20,2630,35,12,0,26.142857142857142,0.7142857142857143
8/17/20,2640,35,10,0,24.857142857142858,0.5714285714285714
8/18/20,2648,36,8,1,18.714285714285715,0.7142857142857143
8/19/20,2664,36,16,0,15.714285714285714,0.7142857142857143
8/20/20,2685,37,21,1,16.142857142857142,0.8571428571428571
8/21/20,2699,37,14,0,13.857142857142858,0.7142857142857143
8/22/20,2684,38,-15,1,9.428571428571429,0.42857142857142855
8/23/20,2716,38,32,0,12.285714285714286,0.42857142857142855
8/24/20,2726,38,10,0,12.285714285714286,0.42857142857142855
8/25/20,2733,40,7,2,12.142857142857142,0.5714285714285714
8/26/20,2752,40,19,0,12.571428571428571,0.5714285714285714
8/27/20,2772,41,20,1,12.428571428571429,0.5714285714285714
8/28/20,2793,41,21,0,13.428571428571429,0.5714285714285714
8/29/20,2813,41,20,0,18.428571428571427,0.42857142857142855
8/30/20,2819,41,6,0,14.714285714285714,0.42857142857142855
8/31/20,2827,43,8,2,14.428571428571429,0.7142857142857143
9/1/20,2859,43,32,0,18.0,0.42857142857142855
9/2/20,2892,44,33,1,20.0,0.5714285714285714
9/3/20,2920,45,28,1,21.142857142857142,0.5714285714285714
9/4/20,2933,45,13,0,20.0,0.5714285714285714
9/5/20,2944,47,11,2,18.714285714285715,0.8571428571428571
9/6/20,2950,48,6,1,18.714285714285715,1.0
9/7/20,2955,48,5,0,18.285714285714285,0.7142857142857143
9/8/20,2955,48,0,0,13.714285714285714,0.7142857142857143
9/9/20,2972,51,17,3,11.428571428571429,1.0
9/10/20,2989,51,17,0,9.857142857142858,0.8571428571428571
9/11/20,3001,51,12,0,9.714285714285714,0.8571428571428571
9/12/20,3020,51,19,0,10.857142857142858,0.5714285714285714
9/13/20,3026,51,6,0,10.857142857142858,0.42857142857142855
9/14/20,3031,51,5,0,10.857142857142858,0.42857142857142855
9/15/20,3038,51,7,0,11.857142857142858,0.42857142857142855
9/16/20,3047,52,9,1,10.714285714285714,0.14285714285714285
9/17/20,3068,52,21,0,11.285714285714286,0.14285714285714285
9/18/20,3085,52,17,0,12.0,0.14285714285714285
9/19/20,3117,53,32,1,13.857142857142858,0.2857142857142857
9/20/20,3129,53,12,0,14.714285714285714,0.2857142857142857
9/21/20,3147,53,18,0,16.571428571428573,0.2857142857142857
