specimen_collection_date,Case Count,7 day average,Data Reliability
2020-05-18,44,31.142857142857142,More reliable
2020-05-19,31,28.0,More reliable
2020-05-20,42,29.428571428571427,More reliable
2020-05-21,24,28.0,More reliable
2020-05-22,32,27.571428571428573,More reliable
2020-05-23,17,28.857142857142858,More reliable
2020-05-24,11,28.714285714285715,More reliable
2020-05-25,9,23.714285714285715,More reliable
2020-05-26,48,26.142857142857142,More reliable
2020-05-27,34,25.0,More reliable
2020-05-28,24,25.0,More reliable
2020-05-29,31,24.857142857142858,More reliable
2020-05-30,22,25.571428571428573,More reliable
2020-05-31,27,27.857142857142858,More reliable
2020-06-01,38,32.0,More reliable
2020-06-02,46,31.714285714285715,More reliable
2020-06-03,27,30.714285714285715,More reliable
2020-06-04,38,32.714285714285715,More reliable
2020-06-05,31,32.714285714285715,More reliable
2020-06-06,16,31.857142857142858,More reliable
2020-06-07,17,30.428571428571427,More reliable
2020-06-08,36,30.142857142857142,More reliable
2020-06-09,33,28.285714285714285,More reliable
2020-06-10,19,27.142857142857142,More reliable
2020-06-11,23,25.0,More reliable
2020-06-12,28,24.571428571428573,More reliable
2020-06-13,22,25.428571428571427,More reliable
2020-06-14,15,25.142857142857142,More reliable
2020-06-15,35,25.0,More reliable
2020-06-16,48,27.142857142857142,More reliable
2020-06-17,51,31.714285714285715,More reliable
2020-06-18,46,35.0,More reliable
2020-06-19,43,37.142857142857146,More reliable
2020-06-20,41,39.857142857142854,More reliable
2020-06-21,32,42.285714285714285,More reliable
2020-06-22,105,52.285714285714285,More reliable
2020-06-23,78,56.57142857142857,More reliable
2020-06-24,60,57.857142857142854,More reliable
2020-06-25,65,60.57142857142857,More reliable
2020-06-26,70,64.42857142857143,More reliable
2020-06-27,52,66.0,More reliable
2020-06-28,36,66.57142857142857,More reliable
2020-06-29,72,61.857142857142854,More reliable
2020-06-30,97,64.57142857142857,More reliable
2020-07-01,78,67.14285714285714,More reliable
2020-07-02,102,72.42857142857143,More reliable
2020-07-03,86,74.71428571428571,More reliable
2020-07-04,27,71.14285714285714,More reliable
2020-07-05,50,73.14285714285714,More reliable
2020-07-06,87,75.28571428571429,More reliable
2020-07-07,97,75.28571428571429,More reliable
2020-07-08,115,80.57142857142857,More reliable
2020-07-09,107,81.28571428571429,More reliable
2020-07-10,127,87.14285714285714,More reliable
2020-07-11,67,92.85714285714286,More reliable
2020-07-12,66,95.14285714285714,More reliable
2020-07-13,143,103.14285714285714,More reliable
2020-07-14,163,112.57142857142857,More reliable
2020-07-15,153,118.0,More reliable
2020-07-16,146,123.57142857142857,More reliable
2020-07-17,154,127.42857142857143,More reliable
2020-07-18,80,129.28571428571428,More reliable
2020-07-19,74,130.42857142857142,More reliable
2020-07-20,146,130.85714285714286,More reliable
2020-07-21,129,126.0,More reliable
2020-07-22,128,122.42857142857143,More reliable
2020-07-23,122,119.0,More reliable
2020-07-24,120,114.14285714285714,More reliable
2020-07-25,79,114.0,More reliable
2020-07-26,60,112.0,More reliable
2020-07-27,93,104.42857142857143,More reliable
2020-07-28,101,100.42857142857143,More reliable
2020-07-29,138,101.85714285714286,More reliable
2020-07-30,126,102.42857142857143,More reliable
2020-07-31,115,101.71428571428571,More reliable
2020-08-01,70,100.42857142857143,More reliable
2020-08-02,45,98.28571428571429,More reliable
2020-08-03,106,100.14285714285714,More reliable
2020-08-04,83,97.57142857142857,More reliable
2020-08-05,132,96.71428571428571,More reliable
2020-08-06,100,93.0,More reliable
2020-08-07,132,95.42857142857143,More reliable
2020-08-08,62,94.28571428571429,More reliable
2020-08-09,61,96.57142857142857,More reliable
2020-08-10,103,96.14285714285714,More reliable
2020-08-11,106,99.42857142857143,More reliable
2020-08-12,135,99.85714285714286,More reliable
2020-08-13,105,100.57142857142857,More reliable
2020-08-14,109,97.28571428571429,More reliable
2020-08-15,68,98.14285714285714,More reliable
2020-08-16,38,94.85714285714286,More reliable
2020-08-17,80,91.57142857142857,More reliable
2020-08-18,81,88.0,More reliable
2020-08-19,96,82.42857142857143,More reliable
2020-08-20,87,79.85714285714286,More reliable
2020-08-21,79,75.57142857142857,More reliable
2020-08-22,43,72.0,More reliable
2020-08-23,41,72.42857142857143,More reliable
2020-08-24,93,74.28571428571429,More reliable
2020-08-25,79,74.0,More reliable
2020-08-26,91,73.28571428571429,More reliable
2020-08-27,99,75.0,More reliable
2020-08-28,64,72.85714285714286,More reliable
2020-08-29,47,73.42857142857143,More reliable
2020-08-30,32,72.14285714285714,More reliable
2020-08-31,84,70.85714285714286,More reliable
2020-09-01,83,71.42857142857143,More reliable
2020-09-02,81,70.0,More reliable
2020-09-03,90,68.71428571428571,More reliable
2020-09-04,76,70.42857142857143,More reliable
2020-09-05,38,69.14285714285714,More reliable
2020-09-06,26,68.28571428571429,More reliable
2020-09-07,49,63.285714285714285,More reliable
2020-09-08,67,61.0,More reliable
2020-09-09,70,59.42857142857143,More reliable
2020-09-10,55,54.42857142857143,More reliable
2020-09-11,91,56.57142857142857,More reliable
2020-09-12,45,57.57142857142857,More reliable
2020-09-13,21,56.857142857142854,More reliable
2020-09-14,93,63.142857142857146,More reliable
2020-09-15,80,65.0,More reliable
2020-09-16,67,64.57142857142857,More reliable
2020-09-17,50,63.857142857142854,More reliable
2020-09-18,86,63.142857142857146,More reliable
2020-09-19,36,61.857142857142854,More reliable
2020-09-20,19,61.57142857142857,More reliable
2020-09-21,51,55.57142857142857,More reliable
2020-09-22,48,51.0,"Less reliable, likely to be updated"
2020-09-23,64,50.57142857142857,"Less reliable, likely to be updated"
2020-09-24,56,51.42857142857143,"Less reliable, likely to be updated"
2020-09-25,19,41.857142857142854,"Less reliable, likely to be updated"
