specimen_collection_date,Case Count,7 day average,Data Reliability
2020-05-18,44,31.0,More reliable
2020-05-19,31,27.857142857142858,More reliable
2020-05-20,42,29.285714285714285,More reliable
2020-05-21,24,27.857142857142858,More reliable
2020-05-22,33,27.571428571428573,More reliable
2020-05-23,17,28.857142857142858,More reliable
2020-05-24,10,28.714285714285715,More reliable
2020-05-25,9,23.714285714285715,More reliable
2020-05-26,48,26.142857142857142,More reliable
2020-05-27,34,25.0,More reliable
2020-05-28,24,25.0,More reliable
2020-05-29,31,24.714285714285715,More reliable
2020-05-30,22,25.428571428571427,More reliable
2020-05-31,26,27.714285714285715,More reliable
2020-06-01,38,31.857142857142858,More reliable
2020-06-02,46,31.571428571428573,More reliable
2020-06-03,27,30.571428571428573,More reliable
2020-06-04,38,32.57142857142857,More reliable
2020-06-05,30,32.42857142857143,More reliable
2020-06-06,16,31.571428571428573,More reliable
2020-06-07,17,30.285714285714285,More reliable
2020-06-08,36,30.0,More reliable
2020-06-09,33,28.142857142857142,More reliable
2020-06-10,16,26.571428571428573,More reliable
2020-06-11,23,24.428571428571427,More reliable
2020-06-12,28,24.142857142857142,More reliable
2020-06-13,21,24.857142857142858,More reliable
2020-06-14,15,24.571428571428573,More reliable
2020-06-15,35,24.428571428571427,More reliable
2020-06-16,48,26.571428571428573,More reliable
2020-06-17,51,31.571428571428573,More reliable
2020-06-18,45,34.714285714285715,More reliable
2020-06-19,43,36.857142857142854,More reliable
2020-06-20,41,39.714285714285715,More reliable
2020-06-21,32,42.142857142857146,More reliable
2020-06-22,105,52.142857142857146,More reliable
2020-06-23,78,56.42857142857143,More reliable
2020-06-24,60,57.714285714285715,More reliable
2020-06-25,65,60.57142857142857,More reliable
2020-06-26,70,64.42857142857143,More reliable
2020-06-27,52,66.0,More reliable
2020-06-28,36,66.57142857142857,More reliable
2020-06-29,72,61.857142857142854,More reliable
2020-06-30,97,64.57142857142857,More reliable
2020-07-01,79,67.28571428571429,More reliable
2020-07-02,101,72.42857142857143,More reliable
2020-07-03,85,74.57142857142857,More reliable
2020-07-04,26,70.85714285714286,More reliable
2020-07-05,50,72.85714285714286,More reliable
2020-07-06,87,75.0,More reliable
2020-07-07,96,74.85714285714286,More reliable
2020-07-08,116,80.14285714285714,More reliable
2020-07-09,106,80.85714285714286,More reliable
2020-07-10,127,86.85714285714286,More reliable
2020-07-11,63,92.14285714285714,More reliable
2020-07-12,66,94.42857142857143,More reliable
2020-07-13,141,102.14285714285714,More reliable
2020-07-14,166,112.14285714285714,More reliable
2020-07-15,153,117.42857142857143,More reliable
2020-07-16,146,123.14285714285714,More reliable
2020-07-17,154,127.0,More reliable
2020-07-18,79,129.28571428571428,More reliable
2020-07-19,73,130.28571428571428,More reliable
2020-07-20,145,130.85714285714286,More reliable
2020-07-21,128,125.42857142857143,More reliable
2020-07-22,127,121.71428571428571,More reliable
2020-07-23,122,118.28571428571429,More reliable
2020-07-24,119,113.28571428571429,More reliable
2020-07-25,79,113.28571428571429,More reliable
2020-07-26,61,111.57142857142857,More reliable
2020-07-27,93,104.14285714285714,More reliable
2020-07-28,101,100.28571428571429,More reliable
2020-07-29,138,101.85714285714286,More reliable
2020-07-30,123,102.0,More reliable
2020-07-31,116,101.57142857142857,More reliable
2020-08-01,70,100.28571428571429,More reliable
2020-08-02,45,98.0,More reliable
2020-08-03,106,99.85714285714286,More reliable
2020-08-04,83,97.28571428571429,More reliable
2020-08-05,130,96.14285714285714,More reliable
2020-08-06,99,92.71428571428571,More reliable
2020-08-07,131,94.85714285714286,More reliable
2020-08-08,62,93.71428571428571,More reliable
2020-08-09,62,96.14285714285714,More reliable
2020-08-10,105,96.0,More reliable
2020-08-11,106,99.28571428571429,More reliable
2020-08-12,132,99.57142857142857,More reliable
2020-08-13,104,100.28571428571429,More reliable
2020-08-14,109,97.14285714285714,More reliable
2020-08-15,68,98.0,More reliable
2020-08-16,38,94.57142857142857,More reliable
2020-08-17,81,91.14285714285714,More reliable
2020-08-18,81,87.57142857142857,More reliable
2020-08-19,96,82.42857142857143,More reliable
2020-08-20,89,80.28571428571429,More reliable
2020-08-21,78,75.85714285714286,More reliable
2020-08-22,43,72.28571428571429,More reliable
2020-08-23,41,72.71428571428571,More reliable
2020-08-24,91,74.14285714285714,More reliable
2020-08-25,79,73.85714285714286,More reliable
2020-08-26,90,73.0,More reliable
2020-08-27,99,74.42857142857143,"Less reliable, likely to be updated"
2020-08-28,62,72.14285714285714,"Less reliable, likely to be updated"
2020-08-29,40,71.71428571428571,"Less reliable, likely to be updated"
2020-08-30,19,68.57142857142857,"Less reliable, likely to be updated"
