specimen_collection_date,Case Count,7 day average,Data Reliability
2020-05-18,44,31.285714285714285,More reliable
2020-05-19,31,28.142857142857142,More reliable
2020-05-20,42,29.428571428571427,More reliable
2020-05-21,24,28.0,More reliable
2020-05-22,33,27.714285714285715,More reliable
2020-05-23,17,29.0,More reliable
2020-05-24,11,28.857142857142858,More reliable
2020-05-25,9,23.857142857142858,More reliable
2020-05-26,48,26.285714285714285,More reliable
2020-05-27,34,25.142857142857142,More reliable
2020-05-28,24,25.142857142857142,More reliable
2020-05-29,30,24.714285714285715,More reliable
2020-05-30,22,25.428571428571427,More reliable
2020-05-31,27,27.714285714285715,More reliable
2020-06-01,38,31.857142857142858,More reliable
2020-06-02,45,31.428571428571427,More reliable
2020-06-03,27,30.428571428571427,More reliable
2020-06-04,37,32.285714285714285,More reliable
2020-06-05,31,32.42857142857143,More reliable
2020-06-06,17,31.714285714285715,More reliable
2020-06-07,17,30.285714285714285,More reliable
2020-06-08,36,30.0,More reliable
2020-06-09,33,28.285714285714285,More reliable
2020-06-10,16,26.714285714285715,More reliable
2020-06-11,22,24.571428571428573,More reliable
2020-06-12,28,24.142857142857142,More reliable
2020-06-13,21,24.714285714285715,More reliable
2020-06-14,15,24.428571428571427,More reliable
2020-06-15,35,24.285714285714285,More reliable
2020-06-16,48,26.428571428571427,More reliable
2020-06-17,51,31.428571428571427,More reliable
2020-06-18,46,34.857142857142854,More reliable
2020-06-19,43,37.0,More reliable
2020-06-20,41,39.857142857142854,More reliable
2020-06-21,32,42.285714285714285,More reliable
2020-06-22,106,52.42857142857143,More reliable
2020-06-23,77,56.57142857142857,More reliable
2020-06-24,60,57.857142857142854,More reliable
2020-06-25,65,60.57142857142857,More reliable
2020-06-26,70,64.42857142857143,More reliable
2020-06-27,52,66.0,More reliable
2020-06-28,36,66.57142857142857,More reliable
2020-06-29,72,61.714285714285715,More reliable
2020-06-30,97,64.57142857142857,More reliable
2020-07-01,79,67.28571428571429,More reliable
2020-07-02,102,72.57142857142857,More reliable
2020-07-03,86,74.85714285714286,More reliable
2020-07-04,27,71.28571428571429,More reliable
2020-07-05,51,73.42857142857143,More reliable
2020-07-06,87,75.57142857142857,More reliable
2020-07-07,97,75.57142857142857,More reliable
2020-07-08,115,80.71428571428571,More reliable
2020-07-09,106,81.28571428571429,More reliable
2020-07-10,127,87.14285714285714,More reliable
2020-07-11,64,92.42857142857143,More reliable
2020-07-12,66,94.57142857142857,More reliable
2020-07-13,141,102.28571428571429,More reliable
2020-07-14,163,111.71428571428571,More reliable
2020-07-15,153,117.14285714285714,More reliable
2020-07-16,148,123.14285714285714,More reliable
2020-07-17,153,126.85714285714286,More reliable
2020-07-18,77,128.71428571428572,More reliable
2020-07-19,73,129.71428571428572,More reliable
2020-07-20,145,130.28571428571428,More reliable
2020-07-21,127,125.14285714285714,More reliable
2020-07-22,128,121.57142857142857,More reliable
2020-07-23,123,118.0,More reliable
2020-07-24,119,113.14285714285714,More reliable
2020-07-25,79,113.42857142857143,More reliable
2020-07-26,61,111.71428571428571,More reliable
2020-07-27,93,104.28571428571429,More reliable
2020-07-28,101,100.57142857142857,More reliable
2020-07-29,138,102.0,More reliable
2020-07-30,124,102.14285714285714,More reliable
2020-07-31,113,101.28571428571429,More reliable
2020-08-01,70,100.0,More reliable
2020-08-02,45,97.71428571428571,More reliable
2020-08-03,104,99.28571428571429,More reliable
2020-08-04,83,96.71428571428571,More reliable
2020-08-05,131,95.71428571428571,More reliable
2020-08-06,97,91.85714285714286,More reliable
2020-08-07,131,94.42857142857143,More reliable
2020-08-08,62,93.28571428571429,More reliable
2020-08-09,61,95.57142857142857,More reliable
2020-08-10,103,95.42857142857143,More reliable
2020-08-11,106,98.71428571428571,More reliable
2020-08-12,133,99.0,More reliable
2020-08-13,105,100.14285714285714,More reliable
2020-08-14,108,96.85714285714286,More reliable
2020-08-15,68,97.71428571428571,More reliable
2020-08-16,38,94.42857142857143,More reliable
2020-08-17,80,91.14285714285714,More reliable
2020-08-18,81,87.57142857142857,More reliable
2020-08-19,96,82.28571428571429,More reliable
2020-08-20,87,79.71428571428571,More reliable
2020-08-21,79,75.57142857142857,More reliable
2020-08-22,43,72.0,More reliable
2020-08-23,41,72.42857142857143,More reliable
2020-08-24,93,74.28571428571429,More reliable
2020-08-25,79,74.0,More reliable
2020-08-26,91,73.28571428571429,More reliable
2020-08-27,99,75.0,More reliable
2020-08-28,64,72.85714285714286,More reliable
2020-08-29,47,73.42857142857143,More reliable
2020-08-30,32,72.14285714285714,More reliable
2020-08-31,84,70.85714285714286,More reliable
2020-09-01,83,71.42857142857143,More reliable
2020-09-02,82,70.14285714285714,More reliable
2020-09-03,90,68.85714285714286,More reliable
2020-09-04,75,70.42857142857143,More reliable
2020-09-05,38,69.14285714285714,More reliable
2020-09-06,25,68.14285714285714,More reliable
2020-09-07,49,63.142857142857146,More reliable
2020-09-08,67,60.857142857142854,More reliable
2020-09-09,69,59.0,More reliable
2020-09-10,55,54.0,More reliable
2020-09-11,90,56.142857142857146,More reliable
2020-09-12,45,57.142857142857146,More reliable
2020-09-13,20,56.42857142857143,More reliable
2020-09-14,92,62.57142857142857,More reliable
2020-09-15,80,64.42857142857143,"Less reliable, likely to be updated"
2020-09-16,61,63.285714285714285,"Less reliable, likely to be updated"
2020-09-17,44,61.714285714285715,"Less reliable, likely to be updated"
2020-09-18,38,54.285714285714285,"Less reliable, likely to be updated"
