Date,Total Cases,Total Deaths,New Cases,New Deaths,New Cases 7 Day Average
8/6/20,52869,736,230,10,514.2857142857143
8/7/20,53291,746,422,10,473.57142857142856
8/8/20,53831,751,540,5,463.0
8/9/20,54674,755,843,4,509.42857142857144
8/10/20,55255,756,581,1,537.8571428571429
8/11/20,55553,785,298,29,488.85714285714283
8/12/20,55787,794,234,9,449.7142857142857
8/13/20,56428,807,641,13,508.42857142857144
8/14/20,57313,816,885,9,574.5714285714286
8/15/20,58067,824,754,8,605.1428571428571
8/16/20,63428,825,5361,1,1250.5714285714287
8/17/20,65278,829,1850,4,1431.857142857143
8/18/20,66065,839,787,10,1501.7142857142858
8/19/20,66464,843,399,4,1525.2857142857142
8/20/20,66772,854,308,11,1477.7142857142858
8/21/20,67486,868,714,14,1453.2857142857142
8/22/20,67486,878,0,10,1345.5714285714287
8/23/20,68904,881,1418,3,782.2857142857143
8/24/20,69086,883,182,2,544.0
8/25/20,69086,899,0,16,431.57142857142856
8/26/20,69881,912,795,13,488.14285714285717
8/27/20,69881,926,0,14,444.14285714285717
8/28/20,70100,938,219,12,373.42857142857144
8/29/20,70810,943,710,5,474.85714285714283
8/30/20,70810,947,0,4,272.2857142857143
8/31/20,71630,947,820,0,363.42857142857144
9/1/20,72252,959,622,12,452.2857142857143
9/2/20,72610,973,358,14,389.85714285714283
9/3/20,72610,984,0,11,389.85714285714283
9/4/20,73055,991,445,7,422.14285714285717
9/5/20,73453,1002,398,11,377.57142857142856
9/6/20,73700,1008,247,6,412.85714285714283
9/7/20,73700,1010,0,2,295.7142857142857
9/8/20,74100,1011,400,1,264.0
9/9/20,74476,1021,376,10,266.57142857142856
9/10/20,74628,1021,152,0,288.2857142857143
9/11/20,74887,1037,259,16,261.7142857142857
9/12/20,75052,1043,165,6,228.42857142857142
9/13/20,75052,1045,0,2,193.14285714285714
9/14/20,75648,1046,596,1,278.2857142857143
9/15/20,75838,1050,190,4,248.28571428571428
9/16/20,76149,1056,311,6,239.0
9/17/20,76607,1059,458,3,282.7142857142857
9/18/20,76962,1073,355,14,296.42857142857144
9/19/20,77118,1083,156,10,295.14285714285717
9/20/20,77889,1085,771,2,405.2857142857143
9/21/20,78205,1085,316,0,365.2857142857143
9/22/20,78205,1091,0,6,338.14285714285717
9/23/20,78723,1106,518,15,367.7142857142857
9/24/20,79426,1115,703,9,402.7142857142857
9/25/20,79426,1118,0,3,352.0
9/26/20,80605,1120,1179,2,498.14285714285717
9/27/20,81175,1124,570,4,469.42857142857144
9/28/20,81372,1124,197,0,452.42857142857144
